,INSTNM,STABBR,ADM_RATE_ALL,SATMTMID,SATVRMID,SAT_AVG_ALL,AVGFACSAL,TUITFTE,TUITIONFEE_IN,TUITIONFEE_OUT,CONTROL,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,RET_FT4,PCTFLOAN,C150_4,mn_earn_wne_p10,md_earn_wne_p10,PFTFAC
530,Pepperdine University,CA,171,625,610,1235,11650,25896,44902,44902,2,3516,0.4249,0.068,0.1553,0.1399,0.0046,0.0023,0.0623,0.0876,0.0552,0.274647887,0.124119718,0.161091549,0.164612676,0.275528169,0.9174,0.4412,0.8043,73900,61400,0.5697
533,Point Loma Nazarene University,CA,781,575,575,1155,9653,18917,30356,30356,2,2543,0.6433,0.0252,0.195,0.0558,0.013,0.0059,0.0507,0.0016,0.0094,0.259259259,0.128600823,0.158436214,0.174897119,0.278806584,0.8933,0.641,0.7208,52300,50300,1
534,Pomona College,CA,26,735,725,1454,12326,22496,43580,43580,2,1587,0.448,0.0599,0.1474,0.1216,0.0006,0,0.0725,0.0699,0.08,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9749,0.1525,0.9573,67600,52600,0.9569
541,University of Redlands,CA,804,570,560,1135,9234,17280,41290,41290,2,3462,0.5061,0.0459,0.2605,0.0511,0.0055,0.0061,0.0373,0.0069,0.0806,0.323563218,0.158045977,0.160344828,0.154022989,0.204022989,0.884,0.6347,0.7295,56900,53800,0.9644
557,San Diego State University,CA,112,555,535,1084,9229,6601,6766,17926,1,26625,0.3719,0.0384,0.2946,0.14,0.0027,0.0035,0.0599,0.0409,0.0482,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8775,0.3828,0.6616,52600,48700,0.5404
558,University of San Diego,CA,337,620,595,1228,11648,25057,41392,41392,2,5573,0.5539,0.0278,0.1888,0.0592,0.0047,0.0031,0.0574,0.0599,0.0452,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9021,0.4259,0.7502,64300,56300,0.4518
559,San Francisco Art Institute,CA,1263,505,540,1061,8172,26288,38406,38406,2,468,0.4765,0.0192,0.1645,0.0534,0.0085,0.0043,0.0919,0.1261,0.0556,0.456896552,0.13362069,0.129310345,0.137931035,0.142241379,0.6543,1,0.2881,31300,24600,1
561,San Francisco State University,CA,696,505,490,998,9147,6712,6450,17610,1,25271,0.2409,0.0499,0.2436,0.2917,0.0022,0.006,0.0572,0.0668,0.0417,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8211,0.3997,0.455,51500,46900,0.4877
563,University of San Francisco,CA,642,590,580,1161,12409,26745,40294,40294,2,6308,0.311,0.0293,0.1872,0.194,0.0019,0.0049,0.0699,0.1815,0.0201,0.334732424,0.13273872,0.172612802,0.140083945,0.219832109,0.8646,0.5115,0.6901,69500,61000,0.4135
571,William Jessup University,CA,872,515,520,1039,7043,14067,24040,24040,2,1029,0.7182,0.0505,0.1497,0.0321,0.0107,0.0039,0.0233,0.001,0.0107,0.410839161,0.166083916,0.141608392,0.125874126,0.155594406,0.8222,0.8951,0.5614,39000,38600,0.2564
573,San Jose State University,CA,688,535,495,1030,9155,7238,7343,18503,1,25723,0.2254,0.0351,0.2383,0.3561,0.0014,0.0079,0.0522,0.0453,0.0381,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8782,0.3548,0.4809,60300,54600,0.4021
579,Santa Clara University,CA,382,655,635,1294,11662,19663,42156,42156,2,5404,0.4785,0.0298,0.1745,0.144,0.0013,0.0024,0.0661,0.0298,0.0736,0.196721312,0.102263856,0.135831382,0.136612022,0.428571429,0.9498,0.3726,0.8401,81000,67700,0.6019
584,Scripps College,CA,154,680,687,1364,10598,28151,45564,45564,2,980,0.5051,0.0306,0.0816,0.1694,0,0.0031,0.0724,0.0408,0.0969,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9319,0.3683,0.8414,52900,47200,1
593,Simpson University,CA,474,515,515,1030,6144,12950,23300,23300,2,1024,0.624,0.0293,0.1367,0.0586,0.0371,0.0049,0.002,0,0.1074,0.485632184,0.153735632,0.172413793,0.123563218,0.064655172,0.8095,0.9457,0.4724,35300,33700,1
598,Saint Mary's College of California,CA,876,560,550,1115,9229,22829,39890,39890,2,3039,0.4607,0.0392,0.2458,0.1069,0.0026,0.0069,0.0609,0.0194,0.0576,0.237043331,0.118096856,0.157179269,0.172472387,0.315208156,0.9005,0.5307,0.675,68600,59000,0.267
600,Sonoma State University,CA,1242,505,500,1006,8448,6880,7234,18394,1,8321,0.545,0.0215,0.2404,0.0418,0.0061,0.002,0.0633,0.0148,0.065,0.393038189,0.149712741,0.142615749,0.12436634,0.190266982,0.8404,0.4143,0.5392,49900,45600,0.4814
605,Vanguard University of Southern California,CA,886,460,490,980,7714,15125,29250,29250,2,2057,0.4599,0.0404,0.3471,0.0428,0.0053,0.0102,0.052,0.0083,0.034,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7609,0.7302,0.5232,45800,38800,1
610,Southern California Institute of Architecture,CA,1353,649,509,1137,9878,36395,37300,37300,2,237,0.1899,0.0084,0.1857,0.2363,0,0.0084,0.0211,0.3418,0.0084,0.625,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9375,0.5472,0.5,PrivacySuppressed,PrivacySuppressed,0.4058
611,University of Southern California,CA,47,710,670,1380,13045,29928,46298,46298,2,18087,0.3812,0.0442,0.1355,0.2306,0.0013,0.0012,0.0475,0.1209,0.0378,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9599,0.3826,0.9117,77100,66100,0.5727
615,Thomas Aquinas College,CA,1179,605,645,1243,9253,12168,24500,24500,2,366,0.735,0,0.1503,0.0109,0.0027,0,0.0437,0.0328,0.0246,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.869,0.7486,0.7955,PrivacySuppressed,PrivacySuppressed,0.9787
644,Westmont College,CA,901,600,585,1193,9329,21159,38510,38510,2,1295,0.6664,0.01,0.129,0.0633,0.0023,0.0039,0.0695,0.0162,0.0394,0.184510251,0.116173121,0.177676538,0.202733485,0.318906606,0.8462,0.5517,0.7577,53300,48300,0.6851
645,Whittier College,CA,685,525,515,1043,8954,25047,40296,40296,2,1651,0.3537,0.0454,0.424,0.089,0.0061,0.0024,0.0351,0.04,0.0042,0.307593308,0.132561133,0.167310167,0.184041184,0.208494209,0.8292,0.6934,0.6677,48500,45100,0.61
646,Woodbury University,CA,481,495,480,987,9365,21113,33150,33150,2,1353,0.3688,0.037,0.2934,0.0946,0.0022,0.0059,0.0192,0.1774,0.0015,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7458,0.6741,0.4465,51200,45600,0.2633
653,Adams State University,CO,411,500,487,939,5986,6026,7449,18081,1,2227,0.5123,0.0768,0.3026,0.0112,0.0153,0.0063,0.04,0,0.0355,0.450213371,0.182076814,0.156472262,0.123044097,0.088193457,0.5592,0.629,0.227,36900,33200,0.5088
658,University of Colorado Denver,CO,1080,543,545,1073,9364,12112,7933,22057,1,10470,0.5199,0.0496,0.1547,0.0963,0.0048,0.0014,0.0337,0.0981,0.0415,0.489710983,0.153063584,0.127861272,0.115144509,0.114219653,0.7521,0.3877,0.4129,93200,73800,0.6723
659,University of Colorado Colorado Springs,CO,1422,535,525,1068,7285,9413,7024,18437,1,8888,0.6854,0.0375,0.1412,0.0327,0.0055,0.0033,0.0577,0.0086,0.0281,0.406350667,0.160377359,0.154394846,0.136217211,0.142659917,0.7137,0.5042,0.4598,46500,41200,0.5355
661,University of Colorado Boulder,CO,1369,595,575,1192,10298,16762,10347,32115,1,25461,0.7413,0.0169,0.0959,0.0518,0.0031,0.0006,0.0362,0.0376,0.0166,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8462,0.3298,0.6969,55600,48000,0.683
663,Colorado College,CO,58,665,660,1323,10886,28994,44222,44222,2,2025,0.6963,0.0212,0.0884,0.0435,0.0044,0,0.0785,0.0612,0.0064,0.204142012,0.127218935,0.159763314,0.144970414,0.363905325,0.9608,0.3333,0.8721,47300,41100,0.8605
668,Colorado School of Mines,CO,173,675,620,1298,10579,17863,16485,32415,1,4197,0.7529,0.0117,0.0803,0.0467,0.0019,0.0002,0.0422,0.0434,0.0207,0.21057047,0.118288591,0.169463087,0.193791946,0.307885906,0.9189,0.4771,0.6969,82300,74700,0.8575
670,Colorado State University-Fort Collins,CO,1130,570,565,1127,8869,12292,9313,25166,1,22482,0.7495,0.021,0.096,0.019,0.0033,0.0009,0.0346,0.0251,0.0504,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8591,0.4739,0.6383,49800,44300,0.6959
682,University of Denver,CO,1110,610,600,1231,8914,25538,40707,40707,2,5505,0.6836,0.0272,0.089,0.0416,0.0051,0.0009,0.0312,0.0885,0.0329,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8678,0.3973,0.7752,61100,51400,0.5039
684,Fort Lewis College,CO,1366,528,520,1049,7028,5566,6923,17763,1,3859,0.5729,0.0096,0.0959,0.0052,0.2218,0.0029,0.0575,0.0057,0.0285,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6504,0.4633,0.3662,38300,34000,0.7165
691,Colorado Mesa University,CO,1247,500,485,972,6428,6199,6725,16748,1,8733,0.7213,0.0251,0.1453,0.0142,0.0097,0.0054,0.0374,0.0046,0.037,0.424351891,0.145133872,0.155333617,0.139821505,0.135359116,0.6535,0.576,0.3005,39000,34600,0.4544
692,Metropolitan State University of Denver,CO,920,540,525,973,5904,5392,5744,17837,1,21696,0.6064,0.0604,0.2095,0.0342,0.0073,0.0026,0.0338,0.0046,0.0412,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.658,0.512,0.2597,41900,38600,1
699,University of Northern Colorado,CO,879,510,510,1029,7487,9051,6968,18507,1,9525,0.5818,0.0382,0.1636,0.0152,0.0036,0.0024,0.0318,0.0117,0.1517,0.321972279,0.166553056,0.18200409,0.164735287,0.164735287,0.663,0.592,0.4638,43700,39000,0.6597
706,Regis University,CO,890,535,545,1087,6685,18145,32424,32424,2,4930,0.6213,0.0531,0.1746,0.041,0.0065,0.0018,0.0221,0.0085,0.071,0.377453027,0.194989562,0.182463466,0.133194155,0.111899791,0.8186,0.5635,0.5807,59000,53100,0.3033
709,Colorado State University-Pueblo,CO,1470,480,465,967,6619,5059,7327,17649,1,4375,0.5067,0.077,0.3093,0.0169,0.0069,0.0023,0.0325,0.0139,0.0345,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6263,0.5624,0.3306,39900,36200,0.4771
715,Western State Colorado University,CO,1458,490,495,1005,6173,7032,7343,17284,1,1956,0.7474,0.0245,0.0905,0.0097,0.0026,0.0046,0.0276,0.0077,0.0854,0.299885975,0.122006842,0.194982896,0.169897377,0.21322691,0.6837,0.2279,0.4242,40000,36500,0.7325
716,Albertus Magnus College,CT,839,400,430,830,7601,12190,28378,28378,2,1278,0.4476,0.277,0.1354,0.0141,0.0023,0,0.0141,0.0016,0.108,0.383798141,0.231075697,0.152722444,0.128818061,0.103585657,0.9256,0.7824,0.6063,57500,52200,0.3494
722,University of Bridgeport,CT,697,465,455,923,7160,16601,29090,29090,2,2835,0.273,0.346,0.1813,0.0286,0.0085,0.0021,0.0226,0.1379,0,0.494124231,0.190263011,0.143816452,0.094571908,0.077224398,0.6361,0.7347,0.281,44100,40600,1
723,Central Connecticut State University,CT,709,510,495,1006,8513,7671,8706,20211,1,9512,0.6846,0.1051,0.1159,0.0347,0.0018,0.0012,0.0221,0.0099,0.0248,0.347649301,0.144091487,0.162642948,0.159847522,0.185768742,0.7681,0.5918,0.5191,46400,43700,0.4879
729,University of Connecticut,CT,422,630,600,1215,11500,11188,12022,30970,1,17684,0.6349,0.0522,0.0784,0.0882,0.0014,0.0007,0.0256,0.0344,0.0843,0.256487549,0.123984273,0.154783748,0.168938401,0.295806029,0.9392,0.5013,0.8323,59700,53900,0.9612
732,Eastern Connecticut State University,CT,721,510,505,1017,8091,6540,9376,20881,1,4920,0.7024,0.0648,0.0872,0.0217,0.002,0.001,0.0248,0.0112,0.0848,0.253418803,0.113247863,0.179059829,0.205128205,0.249145299,0.781,0.6099,0.508,44900,42400,1
739,University of Hartford,CT,655,530,520,1053,8178,15424,33358,33358,2,5026,0.5975,0.1486,0.0933,0.0304,0.0054,0.0006,0.0227,0.0533,0.0481,0.242084168,0.13507014,0.165531062,0.181563126,0.275751503,0.7254,0.6656,0.5871,49500,45900,0.4651
751,University of New Haven,CT,1033,525,505,1034,9407,17898,33740,33740,2,4759,0.5276,0.0815,0.0813,0.0216,0.0044,0.0015,0.0116,0.075,0.1954,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7639,0.7151,0.5443,51100,48900,0.3984
768,Post University,CT,1272,430,430,865,7340,14224,20925,20925,3,6616,0.3012,0.1581,0.0586,0.0065,0.0047,0.0029,0.0168,0.0057,0.4454,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.3946,0.5312,0.3583,40500,36600,0.1216
770,Quinnipiac University,CT,806,560,535,1102,8649,27202,39330,39330,2,6486,0.7831,0.0442,0.082,0.022,0.0026,0.0006,0.0171,0.0196,0.0287,0.152793615,0.091600152,0.131889016,0.184720639,0.438996579,0.8522,0.6188,0.7627,63100,56400,1
772,University of Saint Joseph,CT,1331,475,475,950,8193,16296,33417,33417,2,971,0.5695,0.1277,0.1287,0.0278,0.0021,0.0021,0.0165,0.0041,0.1215,0.287054409,0.166979362,0.161350844,0.181988743,0.202626642,0.7707,0.7711,0.5212,49600,49700,0.942
775,Southern Connecticut State University,CT,1070,460,460,921,8318,8775,9020,20486,1,8257,0.6037,0.1547,0.1138,0.0241,0.0024,0.0004,0.0235,0.0039,0.0735,0.341265823,0.14556962,0.164050633,0.163291139,0.185822785,0.7522,0.6169,0.4944,44900,41700,0.4177
778,Trinity College,CT,114,625,625,1240,10884,29677,47510,47510,2,2239,0.6498,0.063,0.0728,0.0451,0.0004,0,0.0331,0.0826,0.0531,0.202247191,0.103370787,0.11011236,0.125842697,0.458426966,0.9086,0.1173,0.8628,69600,56100,0.7414
780,Wesleyan University,CT,51,700,690,1387,11163,27711,47244,47244,2,2888,0.5294,0.072,0.0966,0.0796,0.0007,0.001,0.0582,0.0828,0.0796,0.274193548,0.114516129,0.153225807,0.146774194,0.311290323,0.9508,0.3615,0.9154,62100,50900,0.881
783,Yale University,CT,6,750,750,1497,16042,14701,44000,44000,2,5422,0.4734,0.0673,0.1013,0.1645,0.0057,0.0006,0.0598,0.1051,0.0223,0.312387792,0.206463196,0.152603232,0.070017953,0.258527828,0.9867,0.0969,0.9779,95300,66000,0.7281
789,Delaware State University,DE,221,450,445,890,7478,6458,7336,15692,1,3719,0.11,0.7467,0.0559,0.0067,0.003,0.0013,0.043,0.0239,0.0094,0.400790167,0.179104478,0.180860404,0.125987709,0.113257243,0.6523,0.7236,0.3717,36100,34200,0.6342
790,University of Delaware,DE,725,595,575,1178,11834,17724,12112,29932,1,17729,0.7529,0.0531,0.0694,0.0426,0.0007,0.0011,0.0264,0.0416,0.0121,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9191,0.4917,0.8001,59000,54300,0.9598
793,Wesley College,DE,667,418,415,841,6703,21945,23590,23590,2,1481,0.4517,0.4173,0.054,0.0128,0.0034,0.002,0.0263,0.0027,0.0297,0.350987433,0.183123878,0.160682226,0.158886894,0.146319569,0.5249,0.8011,0.2178,45000,41400,1
795,American University,DC,239,615,640,1258,11074,30523,40649,40649,2,6829,0.5671,0.064,0.1012,0.0638,0.0018,0.0004,0.0499,0.0688,0.0829,0.198375374,0.109448482,0.143651133,0.191534844,0.356990167,0.8821,0.4603,0.7989,63200,55900,0.5764
796,Catholic University of America,DC,608,560,555,1118,9565,22145,38526,38526,2,3641,0.6311,0.0549,0.1052,0.0313,0.0016,0.0011,0.0313,0.0481,0.0953,0.152402402,0.083333333,0.118618619,0.168168168,0.477477478,0.8261,0.5693,0.6852,58200,54500,0.4848
800,Gallaudet University,DC,749,420,392,841,10183,11093,13800,13800,2,1053,0.604,0.1111,0.1387,0.038,0.0038,0.0019,0.0266,0.0712,0.0047,0.607223476,0.133182844,0.121896163,0.069977427,0.06772009,0.6887,0.4199,0.4828,30900,25600,1
801,George Washington University,DC,127,650,645,1297,13058,27560,47343,47343,2,10121,0.6026,0.0653,0.0739,0.0948,0.002,0.0007,0.033,0.0879,0.0398,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9226,0.4048,0.8083,76500,64500,0.4853
802,Georgetown University,DC,37,705,700,1398,12851,35085,44805,44805,2,7261,0.5886,0.0638,0.0788,0.0919,0.0014,0.0008,0.0394,0.1073,0.0281,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9598,0.2823,0.9245,110800,83300,0.5314
803,Howard University,DC,346,535,540,1081,8566,17514,22683,22683,2,6855,0.0134,0.9183,0.0036,0.013,0.0197,0.0039,0,0.028,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8154,0.6253,0.6065,50000,46500,0.7495
813,The Baptist College of Florida,FL,232,435,515,1062,4941,8251,9700,9700,2,499,0.8277,0.0441,0.0381,0.002,0.008,0.002,0.0261,0,0.0521,0.491071429,0.120535714,0.236607143,0.089285714,0.0625,0.8333,0.6105,0.3684,34700,29900,1
814,Barry University,FL,297,470,470,930,7696,16547,28160,28160,2,4284,0.2017,0.32,0.2937,0.0135,0.0028,0.0012,0.0128,0.0721,0.0822,0.541978715,0.191959007,0.136775719,0.077256602,0.052029957,0.5997,0.7424,0.3729,50800,45300,0.4266
817,Bethune-Cookman University,FL,785,405,415,812,5838,9477,14410,14410,2,3723,0.0223,0.895,0.0282,0.0021,0.0008,0.0027,0.0185,0.0158,0.0145,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6298,0.9369,0.5505,33100,28700,0.8436
818,Lynn University,FL,1137,470,465,940,5194,21746,33600,33600,2,1732,0.3915,0.101,0.1253,0.0162,0.0087,0.0012,0,0.2385,0.1178,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6925,0.3005,0.4128,42100,35500,0.8182
826,Johnson University Florida,FL,222,470,500,970,4789,9703,12470,12470,2,299,0.6455,0.1171,0.1873,0.0067,0,0,0.0033,0,0.0401,0.488721805,0.157894737,0.142857143,0.127819549,0.082706767,0.7468,0.7861,0.3226,29600,29500,0.4286
827,University of Central Florida,FL,340,595,585,1175,8646,5069,6317,22416,1,50919,0.5718,0.1056,0.2158,0.0559,0.0022,0.0025,0.029,0.0095,0.0077,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8711,0.4547,0.6724,48900,43000,0.9807
830,Clearwater Christian College,FL,899,500,520,1026,4964,11037,17125,17125,2,491,0.7943,0.0448,0.1202,0.0163,0,0,0.0143,0.0102,0,0.362549801,0.187250996,0.239043825,0.135458167,0.075697211,0.5826,0.5911,0.5366,39100,34700,0.56
834,Eckerd College,FL,916,555,565,1138,7433,19956,37362,37362,2,2163,0.7614,0.0559,0.0791,0.0148,0.006,0.0018,0.0273,0.0393,0.0143,0.262529833,0.122911695,0.161097852,0.18973747,0.26372315,0.8321,0.706,0.6617,45900,40800,0.6907
836,Edward Waters College,FL,81,400,395,802,4637,9451,11525,11525,2,862,0.0267,0.9211,0.022,0,0.0023,0,0.0151,0.0012,0.0116,0.694566814,0.164464024,0.079295154,0.039647577,0.022026432,0.509,0.8214,0.2,29100,25600,0.5696
837,Embry-Riddle Aeronautical University-Daytona Beach,FL,1150,575,530,1126,8505,31382,31334,31334,2,4666,0.5332,0.0574,0.0705,0.0463,0.0047,0.0024,0.0437,0.1595,0.0823,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.778,0.5962,0.569,65500,60900,0.8602
838,Florida Agricultural and Mechanical University,FL,269,465,475,947,7994,5104,5785,17725,1,8825,0.031,0.9411,0.0113,0.0071,0.0015,0,0.0003,0.0076,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8152,0.7476,0.4094,44600,37300,0.9972
839,Florida Atlantic University,FL,314,525,520,1039,7962,5301,4790,17234,1,24685,0.4638,0.1871,0.2488,0.0393,0.0015,0.0016,0.0298,0.0152,0.0129,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.765,0.3996,0.4105,46900,41400,0.6812
841,Flagler College-St Augustine,FL,356,555,560,1096,6087,13574,16180,16180,2,2839,0.7584,0.0395,0.0814,0.006,0.0039,0.0007,0.0257,0.0335,0.0511,0.34719472,0.145874588,0.185478548,0.128712871,0.192739274,0.6687,0.6073,0.6309,40200,37200,0.424
842,Florida College,FL,567,515,530,1060,6334,14628,14490,14490,2,558,0.7993,0.0556,0.0556,0.0054,0.0161,0.0036,0.0484,0.0125,0.0036,0.22392638,0.168711656,0.199386503,0.248466258,0.159509203,0.672,0.6441,0.4978,40800,36900,0.7059
846,Adventist University of Health Sciences,FL,22,439,439,884,6539,12441,11830,11830,2,2064,0.4748,0.1434,0.2016,0.0562,0.0039,0.0044,0.0199,0.0048,0.0911,0.4765625,0.163085938,0.178710938,0.116210938,0.065429688,0.7143,0.5668,0.3953,52000,51100,0.988
847,Florida Institute of Technology,FL,615,590,555,1153,9025,21950,36020,36020,2,3191,0.4253,0.0526,0.0611,0.0185,0.0009,0.0013,0.0229,0.3027,0.1147,0.611753818,0.155483572,0.099722351,0.063859324,0.069180935,0.7974,0.459,0.5437,55200,53100,0.561
849,Florida International University,FL,236,570,580,1154,9653,5931,6496,18895,1,38234,0.1007,0.1221,0.6705,0.0269,0.0008,0.0014,0.018,0.0472,0.0124,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8354,0.456,0.5161,49800,45100,0.9841
854,Florida Southern College,FL,357,545,540,1102,7152,15831,28580,28580,2,2379,0.7243,0.0593,0.0925,0.0164,0.0017,0.0013,0.0399,0.0542,0.0105,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.778,0.655,0.5816,40400,37600,1
855,Florida State University,FL,505,595,600,1212,9706,5723,6507,21673,1,32086,0.667,0.085,0.1704,0.0251,0.0038,0.0018,0.0228,0.0104,0.0137,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9171,0.465,0.7688,50200,44000,0.8017
859,University of Florida,FL,292,640,625,1272,10498,7411,6263,28541,1,32346,0.5843,0.074,0.1902,0.0754,0.0026,0.007,0.0282,0.0105,0.0277,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9646,0.3506,0.8654,59900,51300,0.853
876,Jacksonville University,FL,307,510,500,1010,6923,12056,29900,29900,2,3360,0.489,0.1607,0.0708,0.0321,0.011,0.0021,0,0.0286,0.2057,0.342465753,0.168767123,0.219178082,0.140821918,0.128767123,0.7172,0.5116,0.3821,53200,47700,0.9793
910,University of Miami,FL,204,675,650,1332,11115,28909,42852,42852,2,11246,0.4302,0.0728,0.2171,0.0538,0.0015,0.0012,0.0268,0.1344,0.0623,0.341656758,0.145461752,0.127625842,0.113753468,0.27150218,0.9134,0.3559,0.8169,64000,52400,0.7471
919,University of North Florida,FL,427,575,580,1143,7279,4980,6353,20756,1,14006,0.6997,0.0985,0.0929,0.0432,0.0011,0.0009,0.0471,0.0131,0.0034,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8167,0.4242,0.4995,46200,41600,0.7889
920,Northwood University-Florida,FL,377,475,445,981,6891,13200,22130,22130,2,609,0.2282,0.1215,0.1297,0.0033,0.0033,0,0.0066,0.2857,0.2217,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7143,0.5529,0.3525,49500,44600,1
